fips,units_all,units_hcv
55133,2987,1389.0
55135,450,111.0
55137,95,10.0
55139,2026,586.0
55141,1242,422.0
56001,382,192.0
56005,386,254.0
56007,170,15.0
56009,259,
56013,169,77.0
56015,98,
56017,59,
56019,50,20.0
56021,1649,1096.0
56023,18,
56025,1219,642.0
56027,46,
56029,130,71.0
56031,45,
56033,466,225.0
56037,347,71.0
56041,225,89.0
56043,50,
56045,24,
66010,3382,2629.0
69100,21,5.0
69110,444,362.0
69120,25,5.0
72001,409,113.0
72003,486,184.0
72005,2766,417.0
72007,547,256.0
72009,442,62.0
72011,336,127.0
72013,2772,975.0
72015,549,99.0
72017,570,349.0
72019,500,208.0
72021,7231,3704.0
72023,411,231.0
72025,4916,2150.0
72027,367,203.0
72029,297,171.0
72031,5296,2015.0
72033,2093,87.0
72035,1233,336.0
72037,307,72.0
72039,401,85.0
72041,630,384.0
72043,670,164.0
72045,263,173.0
72047,394,279.0
72049,41,
72051,428,350.0
72053,908,151.0
72054,406,201.0
72055,337,67.0
72057,1228,271.0
72059,329,159.0
72061,1935,529.0
72063,295,195.0
72065,300,168.0
72067,340,167.0
72069,1809,709.0
72071,555,146.0
72073,379,18.0
72075,652,288.0
72077,808,238.0
72079,253,78.0
72081,288,186.0
72083,161,80.0
72085,711,450.0
72087,498,169.0
72089,473,109.0
72091,1462,387.0
72093,88,34.0
72095,201,84.0
72097,5272,1243.0
72099,444,220.0
72101,355,280.0
72103,652,220.0
72105,270,190.0
72107,228,64.0
72109,430,190.0
72111,396,237.0
72113,8407,1878.0
72115,477,156.0
72117,196,46.0
72119,769,256.0
72121,437,167.0
72123,299,108.0
72125,973,165.0
72127,29236,6133.0
72129,344,194.0
72131,704,224.0
72133,567,197.0
72135,626,475.0
72137,933,610.0
72139,1812,757.0
72141,696,304.0
72143,589,253.0
72145,736,488.0
72147,251,118.0
72149,460,121.0
72151,468,208.0
72153,549,120.0
78010,3788,1042.0
78020,29,29.0
78030,2281,1075.0
